filepath,filename,target,class
./data/data/water/SeaLake_669.jpg,SeaLake_669.jpg,1,water
./data/data/green_area/forest92.tif,forest92.tif,2,green_area
./data/data/green_area/Forest_2870.jpg,Forest_2870.jpg,2,green_area
./data/data/cloudy/train_32385.jpg,train_32385.jpg,0,cloudy
./data/data/green_area/Forest_569.jpg,Forest_569.jpg,2,green_area
./data/data/water/SeaLake_1566.jpg,SeaLake_1566.jpg,1,water
./data/data/cloudy/train_25557.jpg,train_25557.jpg,0,cloudy
./data/data/desert/desert(932).jpg,desert(932).jpg,3,desert
./data/data/desert/desert(447).jpg,desert(447).jpg,3,desert
./data/data/cloudy/train_40475.jpg,train_40475.jpg,0,cloudy
./data/data/cloudy/train_30255.jpg,train_30255.jpg,0,cloudy
./data/data/cloudy/train_24285.jpg,train_24285.jpg,0,cloudy
./data/data/desert/desert(183).jpg,desert(183).jpg,3,desert
./data/data/cloudy/train_24636.jpg,train_24636.jpg,0,cloudy
./data/data/green_area/Forest_1987.jpg,Forest_1987.jpg,2,green_area
./data/data/green_area/Forest_49.jpg,Forest_49.jpg,2,green_area
./data/data/green_area/Forest_577.jpg,Forest_577.jpg,2,green_area
./data/data/cloudy/train_758.jpg,train_758.jpg,0,cloudy
./data/data/water/SeaLake_2918.jpg,SeaLake_2918.jpg,1,water
./data/data/desert/desert(1087).jpg,desert(1087).jpg,3,desert
./data/data/cloudy/train_17182.jpg,train_17182.jpg,0,cloudy
./data/data/cloudy/train_29355.jpg,train_29355.jpg,0,cloudy
./data/data/water/SeaLake_2628.jpg,SeaLake_2628.jpg,1,water
./data/data/cloudy/train_28762.jpg,train_28762.jpg,0,cloudy
./data/data/cloudy/train_4873.jpg,train_4873.jpg,0,cloudy
./data/data/green_area/Forest_916.jpg,Forest_916.jpg,2,green_area
./data/data/desert/desert(158).jpg,desert(158).jpg,3,desert
./data/data/water/SeaLake_2788.jpg,SeaLake_2788.jpg,1,water
./data/data/cloudy/train_18215.jpg,train_18215.jpg,0,cloudy
./data/data/cloudy/train_24472.jpg,train_24472.jpg,0,cloudy
./data/data/water/SeaLake_1411.jpg,SeaLake_1411.jpg,1,water
./data/data/green_area/Forest_2909.jpg,Forest_2909.jpg,2,green_area
./data/data/cloudy/train_20320.jpg,train_20320.jpg,0,cloudy
./data/data/cloudy/train_36006.jpg,train_36006.jpg,0,cloudy
./data/data/water/SeaLake_1733.jpg,SeaLake_1733.jpg,1,water
./data/data/cloudy/train_16865.jpg,train_16865.jpg,0,cloudy
./data/data/green_area/Forest_2037.jpg,Forest_2037.jpg,2,green_area
./data/data/cloudy/train_36600.jpg,train_36600.jpg,0,cloudy
./data/data/cloudy/train_16575.jpg,train_16575.jpg,0,cloudy
./data/data/desert/desert(687).jpg,desert(687).jpg,3,desert
./data/data/cloudy/train_1933.jpg,train_1933.jpg,0,cloudy
./data/data/cloudy/train_16321.jpg,train_16321.jpg,0,cloudy
./data/data/water/SeaLake_84.jpg,SeaLake_84.jpg,1,water
./data/data/green_area/forest44.tif,forest44.tif,2,green_area
./data/data/water/SeaLake_937.jpg,SeaLake_937.jpg,1,water
./data/data/green_area/Forest_2219.jpg,Forest_2219.jpg,2,green_area
./data/data/desert/desert(226).jpg,desert(226).jpg,3,desert
./data/data/cloudy/train_8871.jpg,train_8871.jpg,0,cloudy
./data/data/desert/desert(476).jpg,desert(476).jpg,3,desert
./data/data/cloudy/train_38893.jpg,train_38893.jpg,0,cloudy
./data/data/green_area/Forest_2844.jpg,Forest_2844.jpg,2,green_area
./data/data/green_area/Forest_2001.jpg,Forest_2001.jpg,2,green_area
./data/data/cloudy/train_4723.jpg,train_4723.jpg,0,cloudy
./data/data/cloudy/train_16042.jpg,train_16042.jpg,0,cloudy
./data/data/water/SeaLake_1415.jpg,SeaLake_1415.jpg,1,water
./data/data/desert/desert(983).jpg,desert(983).jpg,3,desert
./data/data/water/SeaLake_2505.jpg,SeaLake_2505.jpg,1,water
./data/data/desert/desert(3).jpg,desert(3).jpg,3,desert
./data/data/water/SeaLake_892.jpg,SeaLake_892.jpg,1,water
./data/data/green_area/Forest_510.jpg,Forest_510.jpg,2,green_area
./data/data/green_area/Forest_2417.jpg,Forest_2417.jpg,2,green_area
./data/data/water/SeaLake_471.jpg,SeaLake_471.jpg,1,water
./data/data/desert/desert(636).jpg,desert(636).jpg,3,desert
./data/data/desert/desert(594).jpg,desert(594).jpg,3,desert
./data/data/green_area/Forest_2118.jpg,Forest_2118.jpg,2,green_area
./data/data/desert/desert(206).jpg,desert(206).jpg,3,desert
./data/data/green_area/Forest_2498.jpg,Forest_2498.jpg,2,green_area
./data/data/green_area/Forest_744.jpg,Forest_744.jpg,2,green_area
./data/data/water/SeaLake_2401.jpg,SeaLake_2401.jpg,1,water
./data/data/cloudy/train_32257.jpg,train_32257.jpg,0,cloudy
./data/data/water/SeaLake_1594.jpg,SeaLake_1594.jpg,1,water
./data/data/water/SeaLake_2738.jpg,SeaLake_2738.jpg,1,water
./data/data/cloudy/train_14100.jpg,train_14100.jpg,0,cloudy
./data/data/water/SeaLake_1128.jpg,SeaLake_1128.jpg,1,water
./data/data/cloudy/train_25595.jpg,train_25595.jpg,0,cloudy
./data/data/cloudy/train_26416.jpg,train_26416.jpg,0,cloudy
./data/data/water/SeaLake_2172.jpg,SeaLake_2172.jpg,1,water
./data/data/green_area/Forest_2977.jpg,Forest_2977.jpg,2,green_area
./data/data/green_area/Forest_2192.jpg,Forest_2192.jpg,2,green_area
./data/data/desert/desert(596).jpg,desert(596).jpg,3,desert
./data/data/green_area/Forest_2215.jpg,Forest_2215.jpg,2,green_area
./data/data/water/SeaLake_1537.jpg,SeaLake_1537.jpg,1,water
./data/data/cloudy/train_8930.jpg,train_8930.jpg,0,cloudy
./data/data/cloudy/train_18976.jpg,train_18976.jpg,0,cloudy
./data/data/cloudy/train_24001.jpg,train_24001.jpg,0,cloudy
./data/data/cloudy/train_8064.jpg,train_8064.jpg,0,cloudy
./data/data/cloudy/train_35506.jpg,train_35506.jpg,0,cloudy
./data/data/cloudy/train_40008.jpg,train_40008.jpg,0,cloudy
./data/data/desert/desert(470).jpg,desert(470).jpg,3,desert
./data/data/desert/desert(838).jpg,desert(838).jpg,3,desert
./data/data/desert/desert(1064).jpg,desert(1064).jpg,3,desert
./data/data/water/SeaLake_729.jpg,SeaLake_729.jpg,1,water
./data/data/green_area/Forest_2112.jpg,Forest_2112.jpg,2,green_area
./data/data/green_area/Forest_2000.jpg,Forest_2000.jpg,2,green_area
./data/data/water/SeaLake_278.jpg,SeaLake_278.jpg,1,water
./data/data/green_area/Forest_57.jpg,Forest_57.jpg,2,green_area
./data/data/cloudy/train_7090.jpg,train_7090.jpg,0,cloudy
./data/data/water/SeaLake_1286.jpg,SeaLake_1286.jpg,1,water
./data/data/desert/desert(347).jpg,desert(347).jpg,3,desert
./data/data/cloudy/train_3078.jpg,train_3078.jpg,0,cloudy
./data/data/cloudy/train_15999.jpg,train_15999.jpg,0,cloudy
./data/data/water/SeaLake_1053.jpg,SeaLake_1053.jpg,1,water
./data/data/desert/desert(367).jpg,desert(367).jpg,3,desert
./data/data/green_area/Forest_640.jpg,Forest_640.jpg,2,green_area
./data/data/cloudy/train_20748.jpg,train_20748.jpg,0,cloudy
./data/data/cloudy/train_22773.jpg,train_22773.jpg,0,cloudy
./data/data/green_area/Forest_815.jpg,Forest_815.jpg,2,green_area
./data/data/cloudy/train_22888.jpg,train_22888.jpg,0,cloudy
./data/data/cloudy/train_3278.jpg,train_3278.jpg,0,cloudy
./data/data/water/SeaLake_2695.jpg,SeaLake_2695.jpg,1,water
./data/data/green_area/Forest_93.jpg,Forest_93.jpg,2,green_area
./data/data/cloudy/train_20891.jpg,train_20891.jpg,0,cloudy
./data/data/cloudy/train_17504.jpg,train_17504.jpg,0,cloudy
./data/data/cloudy/train_16947.jpg,train_16947.jpg,0,cloudy
./data/data/desert/desert(756).jpg,desert(756).jpg,3,desert
./data/data/cloudy/train_18646.jpg,train_18646.jpg,0,cloudy
./data/data/desert/desert(122).jpg,desert(122).jpg,3,desert
./data/data/green_area/Forest_429.jpg,Forest_429.jpg,2,green_area
./data/data/green_area/Forest_946.jpg,Forest_946.jpg,2,green_area
./data/data/green_area/Forest_1992.jpg,Forest_1992.jpg,2,green_area
./data/data/green_area/Forest_872.jpg,Forest_872.jpg,2,green_area
./data/data/desert/desert(806).jpg,desert(806).jpg,3,desert
./data/data/water/SeaLake_927.jpg,SeaLake_927.jpg,1,water
./data/data/desert/desert(746) (1).jpg,desert(746) (1).jpg,3,desert
./data/data/green_area/Forest_2916.jpg,Forest_2916.jpg,2,green_area
./data/data/desert/desert(878).jpg,desert(878).jpg,3,desert
./data/data/desert/desert(195).jpg,desert(195).jpg,3,desert
./data/data/green_area/Forest_2894.jpg,Forest_2894.jpg,2,green_area
./data/data/green_area/Forest_752.jpg,Forest_752.jpg,2,green_area
./data/data/water/SeaLake_290.jpg,SeaLake_290.jpg,1,water
./data/data/cloudy/train_31783.jpg,train_31783.jpg,0,cloudy
./data/data/green_area/Forest_2924.jpg,Forest_2924.jpg,2,green_area
./data/data/water/SeaLake_408.jpg,SeaLake_408.jpg,1,water
./data/data/desert/desert(25).jpg,desert(25).jpg,3,desert
./data/data/water/SeaLake_2286.jpg,SeaLake_2286.jpg,1,water
./data/data/water/SeaLake_1563.jpg,SeaLake_1563.jpg,1,water
./data/data/water/SeaLake_1108.jpg,SeaLake_1108.jpg,1,water
./data/data/water/SeaLake_2392.jpg,SeaLake_2392.jpg,1,water
./data/data/desert/desert(258).jpg,desert(258).jpg,3,desert
./data/data/green_area/forest04.tif,forest04.tif,2,green_area
./data/data/cloudy/train_14091.jpg,train_14091.jpg,0,cloudy
./data/data/cloudy/train_8765.jpg,train_8765.jpg,0,cloudy
./data/data/cloudy/train_2234.jpg,train_2234.jpg,0,cloudy
./data/data/cloudy/train_26216.jpg,train_26216.jpg,0,cloudy
./data/data/green_area/Forest_459.jpg,Forest_459.jpg,2,green_area
./data/data/water/SeaLake_916.jpg,SeaLake_916.jpg,1,water
./data/data/green_area/Forest_2166.jpg,Forest_2166.jpg,2,green_area
./data/data/water/SeaLake_2370.jpg,SeaLake_2370.jpg,1,water
./data/data/green_area/Forest_696.jpg,Forest_696.jpg,2,green_area
./data/data/green_area/Forest_2307.jpg,Forest_2307.jpg,2,green_area
./data/data/water/SeaLake_21.jpg,SeaLake_21.jpg,1,water
./data/data/desert/desert(794).jpg,desert(794).jpg,3,desert
./data/data/water/SeaLake_1416.jpg,SeaLake_1416.jpg,1,water
./data/data/green_area/Forest_2990.jpg,Forest_2990.jpg,2,green_area
./data/data/desert/desert(363).jpg,desert(363).jpg,3,desert
./data/data/desert/desert(785).jpg,desert(785).jpg,3,desert
./data/data/cloudy/train_7675.jpg,train_7675.jpg,0,cloudy
./data/data/water/SeaLake_760.jpg,SeaLake_760.jpg,1,water
./data/data/cloudy/train_38964.jpg,train_38964.jpg,0,cloudy
./data/data/green_area/Forest_1782.jpg,Forest_1782.jpg,2,green_area
./data/data/green_area/Forest_1549.jpg,Forest_1549.jpg,2,green_area
./data/data/cloudy/train_23018.jpg,train_23018.jpg,0,cloudy
./data/data/green_area/Forest_888.jpg,Forest_888.jpg,2,green_area
./data/data/water/SeaLake_453.jpg,SeaLake_453.jpg,1,water
./data/data/cloudy/train_13628.jpg,train_13628.jpg,0,cloudy
./data/data/water/SeaLake_647.jpg,SeaLake_647.jpg,1,water
./data/data/cloudy/train_16989.jpg,train_16989.jpg,0,cloudy
./data/data/green_area/Forest_961.jpg,Forest_961.jpg,2,green_area
./data/data/cloudy/train_22250.jpg,train_22250.jpg,0,cloudy
./data/data/green_area/Forest_2190.jpg,Forest_2190.jpg,2,green_area
./data/data/green_area/Forest_630.jpg,Forest_630.jpg,2,green_area
./data/data/cloudy/train_19347.jpg,train_19347.jpg,0,cloudy
./data/data/cloudy/train_18355.jpg,train_18355.jpg,0,cloudy
./data/data/water/SeaLake_2154.jpg,SeaLake_2154.jpg,1,water
./data/data/green_area/Forest_2986.jpg,Forest_2986.jpg,2,green_area
./data/data/green_area/forest93.tif,forest93.tif,2,green_area
./data/data/green_area/Forest_1941.jpg,Forest_1941.jpg,2,green_area
./data/data/green_area/Forest_1638.jpg,Forest_1638.jpg,2,green_area
./data/data/cloudy/train_30408.jpg,train_30408.jpg,0,cloudy
./data/data/cloudy/train_29353.jpg,train_29353.jpg,0,cloudy
./data/data/water/SeaLake_981.jpg,SeaLake_981.jpg,1,water
./data/data/desert/desert(1088).jpg,desert(1088).jpg,3,desert
./data/data/cloudy/train_18258.jpg,train_18258.jpg,0,cloudy
./data/data/desert/desert(577).jpg,desert(577).jpg,3,desert
./data/data/cloudy/train_24237.jpg,train_24237.jpg,0,cloudy
./data/data/green_area/Forest_1547.jpg,Forest_1547.jpg,2,green_area
./data/data/water/SeaLake_1405.jpg,SeaLake_1405.jpg,1,water
./data/data/desert/desert(22).jpg,desert(22).jpg,3,desert
./data/data/water/SeaLake_2159.jpg,SeaLake_2159.jpg,1,water
./data/data/green_area/Forest_2150.jpg,Forest_2150.jpg,2,green_area
./data/data/cloudy/train_22263.jpg,train_22263.jpg,0,cloudy
./data/data/water/SeaLake_805.jpg,SeaLake_805.jpg,1,water
./data/data/green_area/Forest_2078.jpg,Forest_2078.jpg,2,green_area
./data/data/green_area/Forest_2751.jpg,Forest_2751.jpg,2,green_area
./data/data/green_area/Forest_617.jpg,Forest_617.jpg,2,green_area
./data/data/desert/desert(751).jpg,desert(751).jpg,3,desert
./data/data/water/SeaLake_43.jpg,SeaLake_43.jpg,1,water
./data/data/desert/desert(332).jpg,desert(332).jpg,3,desert
./data/data/green_area/Forest_2565.jpg,Forest_2565.jpg,2,green_area
./data/data/cloudy/train_22193.jpg,train_22193.jpg,0,cloudy
./data/data/green_area/Forest_988.jpg,Forest_988.jpg,2,green_area
./data/data/desert/desert(382).jpg,desert(382).jpg,3,desert
./data/data/cloudy/train_12924.jpg,train_12924.jpg,0,cloudy
./data/data/water/SeaLake_2820.jpg,SeaLake_2820.jpg,1,water
./data/data/water/SeaLake_2028.jpg,SeaLake_2028.jpg,1,water
./data/data/green_area/Forest_59.jpg,Forest_59.jpg,2,green_area
./data/data/water/SeaLake_70.jpg,SeaLake_70.jpg,1,water
./data/data/green_area/Forest_2267.jpg,Forest_2267.jpg,2,green_area
./data/data/green_area/Forest_451.jpg,Forest_451.jpg,2,green_area
./data/data/water/SeaLake_2493.jpg,SeaLake_2493.jpg,1,water
./data/data/desert/desert(398).jpg,desert(398).jpg,3,desert
./data/data/cloudy/train_9752.jpg,train_9752.jpg,0,cloudy
./data/data/desert/desert(1066).jpg,desert(1066).jpg,3,desert
./data/data/water/SeaLake_1523.jpg,SeaLake_1523.jpg,1,water
./data/data/water/SeaLake_2417.jpg,SeaLake_2417.jpg,1,water
./data/data/water/SeaLake_944.jpg,SeaLake_944.jpg,1,water
./data/data/water/SeaLake_552.jpg,SeaLake_552.jpg,1,water
./data/data/cloudy/train_22110.jpg,train_22110.jpg,0,cloudy
./data/data/desert/desert(821).jpg,desert(821).jpg,3,desert
./data/data/desert/desert(65).jpg,desert(65).jpg,3,desert
./data/data/desert/desert(750) (1).jpg,desert(750) (1).jpg,3,desert
./data/data/water/SeaLake_1180.jpg,SeaLake_1180.jpg,1,water
./data/data/water/SeaLake_2884.jpg,SeaLake_2884.jpg,1,water
./data/data/desert/desert(1074).jpg,desert(1074).jpg,3,desert
./data/data/cloudy/train_23980.jpg,train_23980.jpg,0,cloudy
./data/data/water/SeaLake_390.jpg,SeaLake_390.jpg,1,water
./data/data/water/SeaLake_811.jpg,SeaLake_811.jpg,1,water
./data/data/green_area/forest56.tif,forest56.tif,2,green_area
./data/data/cloudy/train_10451.jpg,train_10451.jpg,0,cloudy
./data/data/green_area/Forest_413.jpg,Forest_413.jpg,2,green_area
./data/data/green_area/Forest_905.jpg,Forest_905.jpg,2,green_area
./data/data/water/SeaLake_2806.jpg,SeaLake_2806.jpg,1,water
./data/data/cloudy/train_16397.jpg,train_16397.jpg,0,cloudy
./data/data/desert/desert(831).jpg,desert(831).jpg,3,desert
./data/data/desert/desert(974).jpg,desert(974).jpg,3,desert
./data/data/green_area/Forest_531.jpg,Forest_531.jpg,2,green_area
./data/data/green_area/Forest_2805.jpg,Forest_2805.jpg,2,green_area
./data/data/water/SeaLake_1176.jpg,SeaLake_1176.jpg,1,water
./data/data/cloudy/train_7387.jpg,train_7387.jpg,0,cloudy
./data/data/water/SeaLake_2773.jpg,SeaLake_2773.jpg,1,water
./data/data/water/SeaLake_1823.jpg,SeaLake_1823.jpg,1,water
./data/data/water/SeaLake_1770.jpg,SeaLake_1770.jpg,1,water
./data/data/desert/desert(609).jpg,desert(609).jpg,3,desert
./data/data/cloudy/train_26102.jpg,train_26102.jpg,0,cloudy
./data/data/cloudy/train_33639.jpg,train_33639.jpg,0,cloudy
./data/data/water/SeaLake_716.jpg,SeaLake_716.jpg,1,water
./data/data/green_area/Forest_1735.jpg,Forest_1735.jpg,2,green_area
./data/data/water/SeaLake_2897.jpg,SeaLake_2897.jpg,1,water
./data/data/cloudy/train_27223.jpg,train_27223.jpg,0,cloudy
./data/data/green_area/Forest_458.jpg,Forest_458.jpg,2,green_area
./data/data/water/SeaLake_1947.jpg,SeaLake_1947.jpg,1,water
./data/data/water/SeaLake_256.jpg,SeaLake_256.jpg,1,water
./data/data/green_area/Forest_950.jpg,Forest_950.jpg,2,green_area
./data/data/green_area/Forest_2132.jpg,Forest_2132.jpg,2,green_area
./data/data/green_area/Forest_989.jpg,Forest_989.jpg,2,green_area
./data/data/green_area/Forest_1911.jpg,Forest_1911.jpg,2,green_area
./data/data/water/SeaLake_986.jpg,SeaLake_986.jpg,1,water
./data/data/cloudy/train_30838.jpg,train_30838.jpg,0,cloudy
./data/data/cloudy/train_38541.jpg,train_38541.jpg,0,cloudy
./data/data/cloudy/train_3099.jpg,train_3099.jpg,0,cloudy
./data/data/cloudy/train_16644.jpg,train_16644.jpg,0,cloudy
./data/data/cloudy/train_23706.jpg,train_23706.jpg,0,cloudy
./data/data/water/SeaLake_18.jpg,SeaLake_18.jpg,1,water
./data/data/green_area/Forest_894.jpg,Forest_894.jpg,2,green_area
./data/data/water/SeaLake_761.jpg,SeaLake_761.jpg,1,water
./data/data/water/SeaLake_1627.jpg,SeaLake_1627.jpg,1,water
./data/data/green_area/Forest_2004.jpg,Forest_2004.jpg,2,green_area
./data/data/green_area/forest27.tif,forest27.tif,2,green_area
./data/data/desert/desert(536).jpg,desert(536).jpg,3,desert
./data/data/cloudy/train_11118.jpg,train_11118.jpg,0,cloudy
./data/data/green_area/Forest_518.jpg,Forest_518.jpg,2,green_area
./data/data/desert/desert(826).jpg,desert(826).jpg,3,desert
./data/data/green_area/Forest_610.jpg,Forest_610.jpg,2,green_area
./data/data/desert/desert(71).jpg,desert(71).jpg,3,desert
./data/data/green_area/Forest_222.jpg,Forest_222.jpg,2,green_area
./data/data/cloudy/train_29171.jpg,train_29171.jpg,0,cloudy
./data/data/green_area/Forest_1983.jpg,Forest_1983.jpg,2,green_area
./data/data/green_area/Forest_74.jpg,Forest_74.jpg,2,green_area
./data/data/desert/desert(1014).jpg,desert(1014).jpg,3,desert
./data/data/desert/desert(362).jpg,desert(362).jpg,3,desert
./data/data/desert/desert(579).jpg,desert(579).jpg,3,desert
./data/data/water/SeaLake_978.jpg,SeaLake_978.jpg,1,water
./data/data/desert/desert(75) (1).jpg,desert(75) (1).jpg,3,desert
./data/data/desert/desert(420).jpg,desert(420).jpg,3,desert
./data/data/desert/desert(918).jpg,desert(918).jpg,3,desert
./data/data/desert/desert(1040).jpg,desert(1040).jpg,3,desert
./data/data/cloudy/train_9943.jpg,train_9943.jpg,0,cloudy
./data/data/desert/desert(999).jpg,desert(999).jpg,3,desert
./data/data/water/SeaLake_241.jpg,SeaLake_241.jpg,1,water
./data/data/cloudy/train_14947.jpg,train_14947.jpg,0,cloudy
./data/data/desert/desert(957).jpg,desert(957).jpg,3,desert
./data/data/green_area/Forest_378.jpg,Forest_378.jpg,2,green_area
./data/data/green_area/Forest_2722.jpg,Forest_2722.jpg,2,green_area
./data/data/cloudy/train_2058.jpg,train_2058.jpg,0,cloudy
./data/data/green_area/Forest_2119.jpg,Forest_2119.jpg,2,green_area
./data/data/cloudy/train_12316.jpg,train_12316.jpg,0,cloudy
./data/data/desert/desert(86).jpg,desert(86).jpg,3,desert
./data/data/water/SeaLake_2925.jpg,SeaLake_2925.jpg,1,water
./data/data/water/SeaLake_1338.jpg,SeaLake_1338.jpg,1,water
./data/data/desert/desert(757).jpg,desert(757).jpg,3,desert
./data/data/desert/desert(510).jpg,desert(510).jpg,3,desert
./data/data/water/SeaLake_2066.jpg,SeaLake_2066.jpg,1,water
./data/data/desert/desert(896).jpg,desert(896).jpg,3,desert
./data/data/water/SeaLake_2499.jpg,SeaLake_2499.jpg,1,water
./data/data/cloudy/train_8840.jpg,train_8840.jpg,0,cloudy
./data/data/cloudy/train_27527.jpg,train_27527.jpg,0,cloudy
./data/data/water/SeaLake_97.jpg,SeaLake_97.jpg,1,water
./data/data/cloudy/train_10540.jpg,train_10540.jpg,0,cloudy
./data/data/desert/desert(1006).jpg,desert(1006).jpg,3,desert
./data/data/green_area/Forest_2812.jpg,Forest_2812.jpg,2,green_area
./data/data/desert/desert(954).jpg,desert(954).jpg,3,desert
./data/data/water/SeaLake_2055.jpg,SeaLake_2055.jpg,1,water
./data/data/green_area/Forest_753.jpg,Forest_753.jpg,2,green_area
./data/data/water/SeaLake_1241.jpg,SeaLake_1241.jpg,1,water
./data/data/water/SeaLake_845.jpg,SeaLake_845.jpg,1,water
./data/data/green_area/Forest_2824.jpg,Forest_2824.jpg,2,green_area
./data/data/water/SeaLake_1281.jpg,SeaLake_1281.jpg,1,water
./data/data/green_area/Forest_550.jpg,Forest_550.jpg,2,green_area
./data/data/desert/desert(178).jpg,desert(178).jpg,3,desert
./data/data/green_area/Forest_2876.jpg,Forest_2876.jpg,2,green_area
./data/data/cloudy/train_26814.jpg,train_26814.jpg,0,cloudy
./data/data/water/SeaLake_2843.jpg,SeaLake_2843.jpg,1,water
./data/data/water/SeaLake_941.jpg,SeaLake_941.jpg,1,water
./data/data/water/SeaLake_816.jpg,SeaLake_816.jpg,1,water
./data/data/green_area/Forest_848.jpg,Forest_848.jpg,2,green_area
./data/data/desert/desert(459).jpg,desert(459).jpg,3,desert
./data/data/desert/desert(865).jpg,desert(865).jpg,3,desert
./data/data/cloudy/train_28832.jpg,train_28832.jpg,0,cloudy
./data/data/cloudy/train_16251.jpg,train_16251.jpg,0,cloudy
./data/data/desert/desert(456).jpg,desert(456).jpg,3,desert
./data/data/cloudy/train_14090.jpg,train_14090.jpg,0,cloudy
./data/data/desert/desert(810).jpg,desert(810).jpg,3,desert
./data/data/green_area/Forest_589.jpg,Forest_589.jpg,2,green_area
./data/data/cloudy/train_3014.jpg,train_3014.jpg,0,cloudy
./data/data/water/SeaLake_182.jpg,SeaLake_182.jpg,1,water
./data/data/cloudy/train_29278.jpg,train_29278.jpg,0,cloudy
./data/data/cloudy/train_17552.jpg,train_17552.jpg,0,cloudy
./data/data/water/SeaLake_274.jpg,SeaLake_274.jpg,1,water
./data/data/desert/desert(678).jpg,desert(678).jpg,3,desert
./data/data/desert/desert(211).jpg,desert(211).jpg,3,desert
./data/data/cloudy/train_13502.jpg,train_13502.jpg,0,cloudy
./data/data/green_area/Forest_534.jpg,Forest_534.jpg,2,green_area
./data/data/water/SeaLake_167.jpg,SeaLake_167.jpg,1,water
./data/data/water/SeaLake_2059.jpg,SeaLake_2059.jpg,1,water
./data/data/desert/desert(1).jpg,desert(1).jpg,3,desert
./data/data/water/SeaLake_2314.jpg,SeaLake_2314.jpg,1,water
./data/data/cloudy/train_7824.jpg,train_7824.jpg,0,cloudy
./data/data/green_area/Forest_857.jpg,Forest_857.jpg,2,green_area
./data/data/desert/desert(1033).jpg,desert(1033).jpg,3,desert
./data/data/water/SeaLake_113.jpg,SeaLake_113.jpg,1,water
./data/data/cloudy/train_39881.jpg,train_39881.jpg,0,cloudy
./data/data/cloudy/train_12112.jpg,train_12112.jpg,0,cloudy
./data/data/cloudy/train_20608.jpg,train_20608.jpg,0,cloudy
./data/data/desert/desert(849).jpg,desert(849).jpg,3,desert
./data/data/water/SeaLake_1165.jpg,SeaLake_1165.jpg,1,water
./data/data/cloudy/train_15247.jpg,train_15247.jpg,0,cloudy
./data/data/green_area/Forest_511.jpg,Forest_511.jpg,2,green_area
./data/data/green_area/Forest_765.jpg,Forest_765.jpg,2,green_area
./data/data/desert/desert(290).jpg,desert(290).jpg,3,desert
./data/data/cloudy/train_2904.jpg,train_2904.jpg,0,cloudy
./data/data/green_area/Forest_2919.jpg,Forest_2919.jpg,2,green_area
./data/data/cloudy/train_18954.jpg,train_18954.jpg,0,cloudy
./data/data/green_area/Forest_2084.jpg,Forest_2084.jpg,2,green_area
./data/data/desert/desert(926).jpg,desert(926).jpg,3,desert
./data/data/water/SeaLake_11.jpg,SeaLake_11.jpg,1,water
./data/data/water/SeaLake_950.jpg,SeaLake_950.jpg,1,water
./data/data/water/SeaLake_484.jpg,SeaLake_484.jpg,1,water
./data/data/water/SeaLake_578.jpg,SeaLake_578.jpg,1,water
./data/data/desert/desert(97).jpg,desert(97).jpg,3,desert
./data/data/desert/desert(701).jpg,desert(701).jpg,3,desert
